slug,name,type,categories,target,fit,effort,existing,privileged,arm,updateable,port,rationale,website,documentation
netbird,NetBird,lxc,Network & Firewall,homelab,possible,high,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://netbird.io/,https://docs.netbird.io/
nxwitness,Nx Witness,lxc,NVR & Cameras,homelab,possible,high,,true,false,true,7001,"Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://www.networkoptix.com/nx-witness,https://support.networkoptix.com/hc/en-us/articles/360006863413-Access-the-Nx-Witness-User-Manual
octoprint,OctoPrint,lxc,Gaming & Leisure,homelab,possible,high,,true,false,true,5000,"Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://octoprint.org/,https://docs.octoprint.org/en/master/
openthread-br,OpenThread Border Router,lxc,"ZigBee, Z-Wave & Matter",homelab,possible,high,,true,false,true,80,"Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://openthread.io/,https://openthread.io/guides/border-router
podman-homeassistant,Podman Home Assistant Container,lxc,IoT & Smart Home,homelab,possible,high,,false,false,true,8123,Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent.,https://www.home-assistant.io/,https://www.home-assistant.io/docs/
shinobi,Shinobi NVR,lxc,NVR & Cameras,homelab,possible,high,,false,false,true,8080,Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent.,https://shinobi.video/,https://docs.shinobi.video/
swizzin,Swizzin,lxc,Media & Streaming,homelab,possible,high,,false,false,true,80,Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent.,https://swizzin.ltd/,https://swizzin.ltd/getting-started
twingate-connector,twingate-connector,lxc,Network & Firewall,homelab,possible,high,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://www.twingate.com,https://www.twingate.com/docs/
unifi-os-server,Unifi OS Server,lxc,Network & Firewall,homelab,possible,high,,true,false,true,11443,"Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://www.ui.com/,https://help.ui.com/hc/en-us
unmanic,Unmanic,lxc,Miscellaneous,homelab,possible,high,,true,false,true,8888,"Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://docs.unmanic.app/,https://docs.unmanic.app/docs/
wireguard,WireGuard,lxc,Network & Firewall,homelab,possible,high,,false,false,true,10086,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://www.wireguard.com/,https://www.wireguard.com/quickstart/
zwave-js-ui,Z-Wave JS UI,lxc,"ZigBee, Z-Wave & Matter",homelab,possible,high,,true,false,true,8091,"Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://github.com/zwave-js/zwave-js-ui#,https://zwave-js.github.io/zwave-js-ui/#/
zerotier-one,Zerotier-One,lxc,Network & Firewall,homelab,possible,high,,false,false,true,3443,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://www.zerotier.com/,https://docs.zerotier.com/
zigbee2mqtt,Zigbee2MQTT,lxc,"ZigBee, Z-Wave & Matter",homelab,possible,high,,true,false,true,9442,"Best placed in homelab Kubernetes because it is media/LAN/home-automation/storage/device adjacent. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://www.zigbee2mqtt.io/,https://www.zigbee2mqtt.io/guide/getting-started/
apt-cacher-ng,Apt-Cacher-NG,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,3142,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://www.unix-ag.uni-kl.de/~bloch/acng/,https://www.unix-ag.uni-kl.de/~bloch/acng/html/index.html
argus,Argus,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,8080,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://release-argus.io/,https://release-argus.io/docs/overview/
aria2,Aria2,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,6880,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://aria2.github.io/,https://aria2.github.io/manual/en/html/index.html
bitmagnet,Bitmagnet,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,3333,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://bitmagnet.io/,https://bitmagnet.io/setup.html
cloudflare-ddns,Cloudflare-DDNS,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/favonia/cloudflare-ddns,https://github.com/favonia/cloudflare-ddns/blob/main/README.markdown
ddclient,ddclient,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://ddclient.net/,https://ddclient.net/
elementsynapse,Element Synapse,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,8008,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://element.io/,https://element-hq.github.io/synapse/latest/welcome_and_overview.html
ente,Ente,lxc,Files & Downloads,homelab,possible,medium,,false,false,false,3000,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://ente.io/,https://github.com/ente-io/ente
headscale,Headscale,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/juanfont/headscale,https://headscale.net/
hev-socks5-server,hev-socks5-server,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,1080,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/heiher/hev-socks5-server,https://github.com/heiher/hev-socks5-server/blob/main/README.md
kubo,Kubo,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,5001,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/ipfs/kubo,https://docs.ipfs.tech/how-to/command-line-quick-start/
librespeed-rust,Librespeed Rust,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,8080,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/librespeed/speedtest-rust,https://github.com/librespeed/speedtest-rust
meshcentral,MeshCentral,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,80,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://meshcentral.com/,https://ylianst.github.io/MeshCentral/
myip,MyIP,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,18966,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://ipcheck.ing/,https://github.com/jason5ng32/MyIP#-environment-variable
myspeed,MySpeed,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,5216,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://myspeed.dev/,https://docs.myspeed.dev/
netboot-xyz,netboot.xyz,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,80,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://netboot.xyz/,https://netboot.xyz/docs/
netbox,NetBox,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,443,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://netboxlabs.com/products/netbox/,https://netboxlabs.com/docs/netbox/en/stable/
opencloud,OpenCloud,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,443,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://opencloud.eu,https://docs.opencloud.eu
openziti-controller,openziti-controller,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://www.openziti.io/,https://openziti.io/docs/reference/tunnelers/docker/
openziti-tunnel,openziti-tunnel,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://www.openziti.io/,https://openziti.io/docs/reference/tunnelers/docker/
peanut,PeaNUT,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,8080,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/Brandawg93/PeaNUT/,https://github.com/Brandawg93/PeaNUT/blob/main/README.md
pihole,Pi-Hole,lxc,Adblock & DNS,homelab,possible,medium,,false,false,true,80,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://pi-hole.net/,https://docs.pi-hole.net/
pialert,Pi.Alert,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/leiweibau/Pi.Alert/,https://github.com/leiweibau/Pi.Alert/blob/main/README.md
powerdns,PowerDNS,lxc,Adblock & DNS,homelab,possible,medium,,false,false,true,80,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://www.powerdns.com/,https://doc.powerdns.com/index.html
qui,Qui,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,7476,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://getqui.com/,https://github.com/autobrr/qui
rclone,Rclone,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,3000,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://rclone.org/,https://rclone.org/docs/
resiliosync,Resilio Sync,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,8888,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://www.resilio.com/sync,https://help.resilio.com/
rustypaste,RustyPaste,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,8000,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://github.com/orhun/rustypaste,https://github.com/orhun/rustypaste
seaweedfs,SeaweedFS,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,9333,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://seaweedfs.com/,https://github.com/seaweedfs/seaweedfs/wiki
seelf,seelf,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,8080,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://yuukanoo.github.io/seelf/,https://yuukanoo.github.io/seelf/guide/quickstart.html
sftpgo,SFTPGo,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,8080,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://github.com/drakkan/sftpgo,https://docs.sftpgo.com/latest/
smokeping,SmokePing,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://oss.oetiker.ch/smokeping/,https://oss.oetiker.ch/smokeping/doc/index.en.html
snowshare,SnowShare,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,3000,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://github.com/TuroYT/snowshare,https://github.com/TuroYT/snowshare
speedtest-tracker,Speedtest-Tracker,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,80,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/alexjustesen/speedtest-tracker,https://docs.speedtest-tracker.dev/
streamlink-webui,Streamlink WebUI,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,8000,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://github.com/CrazyWolf13/streamlink-webui,https://github.com/CrazyWolf13/streamlink-webui
stylus,Stylus,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,8000,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/mmastrac/stylus,https://mmastrac.github.io/stylus/
technitiumdns,Technitium DNS,lxc,Adblock & DNS,homelab,possible,medium,,false,false,true,5380,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://technitium.com/dns/,https://blog.technitium.com/2017/11/running-dns-server-on-ubuntu-linux.html
tor-snowflake,Tor Snowflake,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://snowflake.torproject.org/,https://community.torproject.org/relay/setup/snowflake/standalone/
transmute,Transmute,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,3313,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://transmute.sh,https://transmute.sh/docs/getting-started/
unbound,Unbound,lxc,Adblock & DNS,homelab,possible,medium,,false,false,true,5335,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://www.nlnetlabs.nl/projects/unbound/about/,https://unbound.docs.nlnetlabs.nl/en/latest/
upgopher,Upgopher,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,9090,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://github.com/wanetty/upgopher,https://github.com/wanetty/upgopher#readme
upsnap,UpSnap,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,8090,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/seriousm4x/UpSnap,https://github.com/seriousm4x/UpSnap/wiki
versitygw,VersityGW,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,7070,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://www.versity.com/,https://github.com/versity/versitygw/wiki
watchyourlan,WatchYourLAN,lxc,Network & Firewall,homelab,possible,medium,,false,false,true,8840,"Network/DNS services usually need LAN proximity, host networking, or explicit Service/LoadBalancer planning.",https://github.com/aceberg/WatchYourLAN,https://github.com/aceberg/WatchYourLAN/blob/main/README.md
yt-dlp-webui,yt-dlp-webui,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,3033,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://github.com/marcopiovanello/yt-dlp-web-ui,https://github.com/marcopiovanello/yt-dlp-web-ui
zipline,Zipline,lxc,Files & Downloads,homelab,possible,medium,,false,false,true,3000,File/download workloads usually belong near LAN storage and download egress; verify storage and network policy requirements.,https://zipline.diced.sh/,https://zipline.diced.sh/docs/get-started
apache-guacamole,Apache Guacamole,lxc,Miscellaneous,needs-triage,unknown,high,,false,false,true,8080,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://guacamole.apache.org/,https://guacamole.apache.org/doc/gug/
asterisk,Asterisk,lxc,Miscellaneous,needs-triage,unknown,high,,false,false,false,,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://asterisk.org/,https://docs.asterisk.org/
docker,Docker,lxc,Containers & Docker,needs-triage,unknown,high,,false,false,true,,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.docker.com/,
freepbx,FreePBX,lxc,Miscellaneous,needs-triage,unknown,high,,false,false,false,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.freepbx.org/,https://sangomakb.atlassian.net/wiki/spaces/FP/overview?homepageId=8454359
pelican-panel,Pelican Panel,lxc,Gaming & Leisure,needs-triage,unknown,high,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://pelican.dev/,https://pelican.dev/docs/panel/getting-started
pelican-wings,Pelican Wings,lxc,Gaming & Leisure,needs-triage,unknown,high,,false,false,true,,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://pelican.dev/,https://pelican.dev/docs/wings/install
podman,Podman,lxc,Containers & Docker,needs-triage,unknown,high,,false,false,true,,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://podman.io/,https://podman.io/docs
pterodactyl-panel,Pterodactyl Panel,lxc,Gaming & Leisure,needs-triage,unknown,high,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://pterodactyl.io,https://pterodactyl.io/panel/1.0/getting_started.html
pterodactyl-wings,Pterodactyl Wings,lxc,Gaming & Leisure,needs-triage,unknown,high,,false,false,true,,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://pterodactyl.io,https://pterodactyl.io/wings/1.0/installing.html
urbackupserver,UrBackup Server,lxc,Backup & Recovery,needs-triage,unknown,high,,true,false,true,55414,"Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://www.urbackup.org/,https://www.urbackup.org/documentation.html
adventurelog,AdventureLog,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,3000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://adventurelog.app/,https://adventurelog.app/docs/intro/adventurelog_overview.html
backrest,Backrest,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,9898,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://garethgeorge.github.io/backrest,https://garethgeorge.github.io/backrest/introduction/getting-started
baikal,Baïkal,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://sabre.io/baikal/,https://sabre.io/dav/
bambuddy,Bambuddy,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,8000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/maziggy/bambuddy,https://github.com/maziggy/bambuddy
bar-assistant,Bar-Assistant,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://barassistant.app/,https://docs.barassistant.app/
bichon,Bichon,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,15630,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/rustmailer/bichon,https://github.com/rustmailer/bichon/wiki
crafty-controller,Crafty Controller,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,8443,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://craftycontrol.com/,https://docs.craftycontrol.com/
databasus,Databasus,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/databasus/databasus,https://github.com/databasus/databasus
degoog,degoog,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,4444,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/fccview/degoog,https://fccview.github.io/degoog/
discopanel,DiscoPanel,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,8080,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://discopanel.app/,https://docs.discopanel.app/
discourse,Discourse,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.discourse.org/,https://www.discourse.org/
duplicati,Duplicati,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,8200,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://duplicati.com/,https://docs.duplicati.com/
endurain,Endurain,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,8080,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://codeberg.org/endurain- project/endurain,https://docs.endurain.com/
gitea-mirror,Gitea-Mirror,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,4321,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/RayLabsHQ/gitea-mirror/,https://github.com/RayLabsHQ/gitea-mirror/
globaleaks,GlobaLeaks,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,443,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.globaleaks.org/,https://docs.globaleaks.org
grocy,grocy,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://grocy.info/,https://github.com/grocy/grocy#how-to-install
homebox,HomeBox,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,7745,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://homebox.software/en/,https://homebox.software/en/quick-start/
hortusfox,HortusFox,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.hortusfox.com/,https://github.com/danielbrendel/hortusfox-web
inspircd,InspIRCd 4,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,6667,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.inspircd.org/,https://docs.inspircd.org/
jitsi-meet,Jitsi Meet,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,443,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://jitsi.org/,https://jitsi.github.io/handbook/
koillection,Koillection,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://koillection.github.io/,https://github.com/benjaminjonard/koillection/wiki
languagetool,LanguageTool,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,8081,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://languagetool.org/,https://dev.languagetool.org/
libretranslate,LibreTranslate,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,5000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://libretranslate.com/,https://github.com/LibreTranslate/LibreTranslate?tab=readme-ov-file#settings--flags
lubelogger,LubeLogger,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,5000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://lubelogger.com/,https://docs.lubelogger.com/
magicmirror,MagicMirror Server,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,8080,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://docs.magicmirror.builders/,https://docs.magicmirror.builders/configuration/introduction.html#configuring-your-magicmirror
mail-archiver,Mail-Archiver,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,5000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/s1t5/mail-archiver,https://github.com/s1t5/mail-archiver/blob/main/doc/Index.md
managemydamnlife,Manage My Damn Life,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,3000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/intri-in/manage-my-damn-life-nextjs,https://manage-my-damn-life-nextjs.readthedocs.io/en/latest/
manyfold,Manyfold,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://manyfold.app/,https://manyfold.app/sysadmin/
minarca,Minarca,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,8080,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://minarca.org/en_CA,https://nexus.ikus-soft.com/repository/archive/minarca/6.0.3/doc/index.html
mini-qr,Mini QR,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://mini-qr-code-generator.vercel.app/,https://github.com/lyqht/mini-qr
monica,Monica,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.monicahq.com/,https://github.com/monicahq/monica/tree/4.x/docs
nametag,Nametag,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,3000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://nametag.one,https://github.com/mattogodoy/nametag
nightscout,Nightscout,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,1337,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,http://www.nightscout.info/,https://nightscout.github.io/
open-archiver,Open-Archiver,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,3000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://openarchiver.com/,https://docs.openarchiver.com/
ownfoil,Ownfoil,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,8465,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/a1ex4/ownfoil,https://github.com/a1ex4/ownfoil
pf2etools,Pf2eTools,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://pf2etools.com/,https://github.com/Pf2eToolsOrg/Pf2eTools/wiki
pixelfed,Pixelfed,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://pixelfed.org/,https://docs.pixelfed.org/
plant-it,Plant-it,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,3000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://plant-it.org/,https://docs.plant-it.org/latest/
radicale,Radicale,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,5232,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://radicale.org/,https://radicale.org/master.html#documentation-1
reitti,Reitti,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,8080,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.dedicatedcode.com/projects/reitti/,https://www.dedicatedcode.com/projects/reitti/
romm,RomM,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://romm.app/,https://docs.romm.app/latest/
rss-bridge,RSS-Bridge,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://rss-bridge.org/,https://rss-bridge.github.io/rss-bridge/
shlink,Shlink,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,3000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://shlink.io/,https://shlink.io/documentation/
sparkyfitness,SparkyFitness,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/CodeWithCJ/SparkyFitness,https://codewithcj.github.io/SparkyFitness
tandoor,Tandoor Recipes,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,8002,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://tandoor.dev/,https://docs.tandoor.dev/
teamspeak-server,Teamspeak-Server,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,9987,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://teamspeak.com/,https://support.teamspeak.com/hc/en-us/categories/360000302017-TeamSpeak-3
